,spotify,key_and_mode
39569,spotify:track:7KP5grYhrKWq454feDD4LN,F Major
39570,spotify:track:41EZcMd2V8NnqJXinZKiS8,A minor
39573,spotify:track:1Xh7TEnr4coz4huL2riUwj,E minor
39574,spotify:track:61roFnNhPVPoBElJX8fPT1,A minor
39575,spotify:track:3L7zZqruN73MqaywGVqoDZ,Bb minor
39580,spotify:track:3k0auQfoWc3RiljyckOPTU,Bb minor
39581,spotify:track:5K4ttt5sF8jnd1duDqSpSK,E minor
39583,spotify:track:75cyxbk99OlzWtgRXRrAum,C minor
39586,spotify:track:3CMhSpWKrWk1uSsHa5PDw4,C minor
39587,spotify:track:5kPhu3vw5VGQMozVbyAaST,C minor
39588,spotify:track:0VHU5r5ygB9W1eolsHgAlV,F# minor
39811,spotify:track:0UiBQ94qEoI6dTzitIaaCp,D# minor
39930,spotify:track:3pcCKvQ34O2MbpqAqaMbME,G minor
39932,spotify:track:2qpGaatz3Fn9WGVkwOIaAZ,B minor
39950,spotify:track:37LgUsfzuNPrbZjU1FkQB5,A minor
40234,spotify:track:1aXipMyk9ZjOHekc8llyvu,F# minor
40238,spotify:track:3aUlrrPzCMfBN9LFEOMjFg,A minor
40239,spotify:track:5YaCNTEWMuLTzXcGdlSRov,E minor
40240,spotify:track:3uUXjV76MXwVqmQXbZdXkT,G minor
40242,spotify:track:687Mtr9HpDIZ9aqDVBZRFo,E Major
40243,spotify:track:3u3NhZxOtIlOnxWjnTjwwy,A minor
40244,spotify:track:5wby43afGLTIl2IzLL1mDC,D Major
40245,spotify:track:293MdTBSvZJ0gpN9YKZHGg,C minor
40265,spotify:track:4bRUvCyzUgGwXL7kC2nYOC,Bb minor
40266,spotify:track:7wAWwK4qaID2ZJMxy1vfRg,A minor
40321,spotify:track:2IrCwp2Z1BFADRaJuVNgOw,F Major
40369,spotify:track:5KSgl9zbneneyjHSJwFYvV,F# minor
40370,spotify:track:2SOGl3SewmFKAwTELpxPih,D# minor
40373,spotify:track:2Wud9gscEvLz4XJU67aa8H,F minor
40487,spotify:track:4R6CulfChxPKuvIwfNHVmR,G# minor
40488,spotify:track:5bs3cb1sm0kHMskeHw3vuV,F Major
40491,spotify:track:5CYgH95lEkBkXtDTFTVZ0P,A Major
40492,spotify:track:6GFA2DJqT52r8DLcD0Gqvk,A Major
40495,spotify:track:4iaStsp0r9LfQcCUl4aTsN,C Major
40496,spotify:track:4lJY0BkRf5DxgABaJV0uCO,C# minor
40497,spotify:track:0XDBbMH2AF9zJ5hSD9uDF1,B minor
40553,spotify:track:3QwJZPmPeUkidQQg3I0gLS,F Major
40556,spotify:track:11q8urrPvDATAQPT0q0pw1,Bb Major
40557,spotify:track:0SKQ5HcXNvxgMoCbn4Pfxx,G Major
40569,spotify:track:4mVITZrP1ed1WiMJRFgM24,F Major
40618,spotify:track:4pC1Kt37gesSEGjsUU4mmJ,F# minor
40619,spotify:track:5JKtl5CXE3dZolCtg5nkdW,C# minor
40621,spotify:track:1P8V93qPZwcz26ilzLki5K,C# minor
40623,spotify:track:5UxqTAWHmmW6IdoPFfwlgZ,C minor
40707,spotify:track:4ObghYyzt2iDdrDkhSv4cu,C Major
40708,spotify:track:2JjLhoWNtG5ArqOgPMW7Po,F# minor
40709,spotify:track:1Kk3JQmb62YsH1Rrk8yy8Z,E minor
40710,spotify:track:63iIxelIziTn2VpmKJNEEg,D minor
40711,spotify:track:4bcWW511t690aWgLnqd8Xs,D minor
40714,spotify:track:42oKQHR1HKQZZMlbYLS2te,D# Major
40716,spotify:track:1GxHiGXh0MeCY2SEG9RE00,G Major
40719,spotify:track:7s2cM0DEW3S56XDWAdEpeE,A minor
40764,spotify:track:2hqYdCET2NzaZSjhwj5y8j,C minor
40769,spotify:track:6OAGM3OXATvbv9dl65JwVF,Bb Major
40771,spotify:track:46pmNGZBnrImafacA9mC6k,F minor
40773,spotify:track:3uIeHt9tj4FTJefjbr4QzH,G minor
40777,spotify:track:0PD70LezIRS4kAGQHnZ8SG,F minor
40814,spotify:track:6WiCMm1nULdhnkhuaysGCy,F# minor
40841,spotify:track:2SOGl3SewmFKAwTELpxPih,D# minor
40842,spotify:track:35F0X416KejXvk5TJ9zXkV,G minor
40843,spotify:track:1ua1ZaWDAVhmdOB47bVYF8,C# minor
40848,spotify:track:403kp2IFb2WvhPmb86HSTx,C Major
40849,spotify:track:292mPk26EKNqRNvSXnVnEK,C Major
40951,spotify:track:6Fha9xCWELLYV5HQbuycKw,A Major
40963,spotify:track:7jZ8JSIHv2stbiN4spwJog,B minor
40984,spotify:track:64sNaPCgfoYXSYDpxx258J,A minor
40985,spotify:track:2eRFaZX7MOLiAOsVpX5HSK,C minor
40989,spotify:track:78XLHBAg4G1hIY3zjL9XHU,C# Major
41010,spotify:track:3igFLegHvk0S51zO8xDgMK,G# minor
41095,spotify:track:0qiDQ33oAu83bB2D3SkJBK,F Major
41101,spotify:track:0hzBXWu9bnWjkOCgR0cob8,F Major
41104,spotify:track:21Vwrj6JuDBvvJ3y4Kjdkf,G minor
41122,spotify:track:2ej0NC7LyGtDIfFMIfQyQJ,E minor
41124,spotify:track:6GROjC9BRnbVuFdNHFXliO,F minor
41125,spotify:track:0OciNGenLIB2ApdeV4hXuv,F# Major
41191,spotify:track:5ZEXDmd7aUWOt31fvKsd69,Bb minor
41192,spotify:track:09G24sjDFHF07ftQvQUWUi,F# Major
41284,spotify:track:1vAtC5OUXELntTJuMS13N4,G Major
41299,spotify:track:2JxLhcCupWK4iSweFUBO7R,G# minor
41302,spotify:track:3cqgJ6MNVggzkwxk4Ow9wp,F# minor
41486,spotify:track:1d7VazTpNKsXa3HS6qDRS7,E Major
41487,spotify:track:1Ms0Ota0AsKNQxP7OCOyeN,D Major
41489,spotify:track:24ZMXQNheBvp9sKIG8iLyE,D# Major
41515,spotify:track:4BjV8zuHvFhGoQ5kGTNJTI,D# minor
41516,spotify:track:32lscCwh748YcPQUF9pobw,G Major
41517,spotify:track:69fCtsF0jbfvH7q8EUpMnG,E minor
41519,spotify:track:4T5wOKOO9DdHfMna6Fglmm,C minor
41520,spotify:track:0zb1ISuWcCPZ5tQsAnvaVq,E minor
41550,spotify:track:34LYvEzYNeuDOhKnKBO8dl,Bb Major
41554,spotify:track:3KmL0ECk49jGKmxzn8ojpX,D minor
41569,spotify:track:32lscCwh748YcPQUF9pobw,G Major
41598,spotify:track:6C2lU5SQQcmAjINZGMNsJy,A minor
41599,spotify:track:7w2N0OHlJg7Z5oh7WVE5dM,D minor
41600,spotify:track:2H9ocxJEMarppEnieMKNiX,D minor
41601,spotify:track:2FOwnedhWyYBE7gH5mHHcn,A minor
41602,spotify:track:5mKBX7FI3fM4xbbOEEc7rV,C Major
41758,spotify:track:4g18IBwqllb59YflgUwyZI,G Major
41971,spotify:track:3Xjls75XK5yyEUSZwTHtlG,A minor
41974,spotify:track:5LhYErAC7t3dmHbyXjjSh4,E minor
41975,spotify:track:3Dnn4G9z0VqWksQye13Cqe,C Major
41976,spotify:track:1yaQKXL6qOOHFxAIgFWmfy,E Major
41980,spotify:track:2ChrUAxmJR6P7hmf6Gayqr,D minor
41981,spotify:track:5RPFmUSk4AfBjkA4k6heQA,G Major
41982,spotify:track:24JlWuagilLWzT8iYTitgl,E Major
41988,spotify:track:0oyRbvfmskrB63SaholF7q,E minor
42040,spotify:track:2KOGyQCCij8QSMjeyFzOr6,G# minor
42044,spotify:track:7wWCRITnreVbxVvqoCNZfl,A minor
42047,spotify:track:2Qz059jHb8OZZ9cBW33X4p,D Major
42055,spotify:track:6UE6ybs1ZmAQPY6xTmhKlm,Bb minor
42056,spotify:track:2dNsFiaDAdqHaSfuIfVjFx,A minor
42057,spotify:track:2g5kb9X8DVtaw8goKbeAXl,G# minor
42058,spotify:track:0cj90dR9t5zmqgQBoLMjjn,A minor
42059,spotify:track:4pYH96sBHXh8dN6ScRB0Qe,B Major
42060,spotify:track:2RD1W0dZrzCYVdfaSYmIpa,E minor
42062,spotify:track:5kiKFQaKWP28JC7WZDkoFC,G# minor
42064,spotify:track:4ym500fkQaQjlYVQyEi9rc,G# minor
42065,spotify:track:3i3ahVcma6mt7VB2ZMYD2v,A minor
42312,spotify:track:4cB9uZKA8eKD6VC5vgM7H3,D Major
42348,spotify:track:6SyTVA3273zE4BP2xQEBN3,G Major
42349,spotify:track:0Ejdcp7hrxDPT6IGOirdgD,D Major
42350,spotify:track:56XLk03exOYfUUM5qKqhMc,C Major
42351,spotify:track:4BnVfEGSaWoRCOXJxi9V6Y,A minor
42432,spotify:track:7gZqhXsaF2AYoRSO0JzoYQ,E minor
42434,spotify:track:3dJFIKkd09FD6h7U7rlfEJ,A minor
42657,spotify:track:7EeP2iLImj6LH4hOprtGGf,B minor
42740,spotify:track:6xk93l8ODtxzj8oXzNRQBr,C minor
42742,spotify:track:3gm7BvX1OMyH2fdffSYxyD,F minor
42744,spotify:track:4qniN0rgoazGxgcclQWJDo,D minor
42745,spotify:track:1IwcL1e3CFwgR29mUt42Au,D minor
42747,spotify:track:7gQqTW192bGShaR5zBnCcL,G# Major
42748,spotify:track:0UVJ1NrXb8fE6hLXzjZ27F,A minor
42749,spotify:track:4z5wEexhxf4NkWRArMJUiU,E minor
42750,spotify:track:6ir6BqEyRd6JRrehh5fuwM,A minor
42756,spotify:track:0x9zJh1ipi3y8wQXx23AMO,D Major
42757,spotify:track:01NQEnsZooCKtElqHPoRt4,A Major
42758,spotify:track:5olEUf8XTDohXswEZtgeGg,C Major
42803,spotify:track:1UNJ5NjOlNEgZyuG9p39hU,D Major
42806,spotify:track:78GiFHDgzHKTUyGbfusZYJ,E Major
42834,spotify:track:5v7iBu3kL0bwz9uvivXRk1,D Major
42835,spotify:track:2qAKUuVDnS4B0yrP897sIP,E Major
42836,spotify:track:2nv7btnL0pP3m1eVIU6bZC,A Major
42837,spotify:track:2vRguHR2aRzmdmWj79YjnR,C Major
43153,spotify:track:37WAq3p2QNmWUGgGlIZwoy,C minor
43304,spotify:track:6crY3B8O8gXdCLu7iYDZdh,A minor
43323,spotify:track:4bwtzB51uUvhR79qckjLii,G minor
43325,spotify:track:1x1pRtcbUTQv3s68mB2SKZ,D# Major
43402,spotify:track:4ldO5DMYq2sUtKBkW6M0nB,D# minor
43407,spotify:track:3yDsoY852EycQR07zNm2EE,D# minor
43408,spotify:track:6n5HHA6iEEc0Kh21lrMVXQ,D# Major
43411,spotify:track:5g4yR9W9NcN35Aoaw3HGAj,G# Major
43493,spotify:track:2bjDzxQrXiYD6kCB99ckzj,E minor
43497,spotify:track:1jzkzKjerZG2OivAeu12kr,C minor
43499,spotify:track:3Vbo3DK6wqNILf4LYWOj18,A minor
43502,spotify:track:5si5WJYPs4NoOrw0W59Sms,D minor
44099,spotify:track:7dwBO0JSHiDcdBnNsbrDaF,A Major
44100,spotify:track:0hmJsvLcofJCIgS4SNvWkY,D minor
44101,spotify:track:6VYsQfUQ9UW7eCRyBDBeRq,G Major
44102,spotify:track:07cp3gw6TP1ecJ8NCsV3M4,G Major
44103,spotify:track:6jTRBCJrHaV1xM45wiy6hF,C Major
44105,spotify:track:6UVe7ycR5fuzNWDd1jsYJA,A Major
44106,spotify:track:3llp50bMZj340eQeFlmsTs,A Major
44107,spotify:track:7hUlFxlkFoYVhbTlj1v8a2,C# minor
44108,spotify:track:7M0rcvvXqSkh8algjhF6gL,D Major
44109,spotify:track:0K2Ni53AobHdHtgpjPosHG,C# minor
44126,spotify:track:12YiSnsYVsXAjBqUmcG38Y,C# Major
44195,spotify:track:6FuKYSIwTpxLfc8inKCgaa,C# minor
44196,spotify:track:28ANHQYiwEv9DZPP6jYIyS,G minor
44197,spotify:track:2gqUQVyK9dbIOiEpF75uRL,G# minor
44198,spotify:track:13H2oSggTIsktFUaWxhpLU,E minor
44207,spotify:track:5w0sZHRzZvwpzGTq72GtmD,D minor
44277,spotify:track:4Mg3LTV0GTn04Ln8k92FGT,G minor
44278,spotify:track:2jyE8jaAKBilApTkUhHli6,D# minor
44279,spotify:track:0DDiQnWaCJ9pAcS9twjbrK,B minor
44282,spotify:track:11KRazfr27oKooieoeEqxT,C minor
44283,spotify:track:0j7SWmrE3HZ5zy2ENsVOpq,E minor
44285,spotify:track:0Z2Jzzn5NbjBwJZwQzEBDc,E minor
44286,spotify:track:6cE2HnDaP5ioTY8qh1Kirc,F minor
44401,spotify:track:2Q7xi7rcq7q9ES8Phcu9d0,E minor
44423,spotify:track:4lqk7TRvwo4Aw9ztA6sVew,C minor
44799,spotify:track:4IDeFO2UP3dhwvHLvZh0e0,G# minor
44801,spotify:track:2ZwvqGCUWhvnKIb2gG6zKx,F# minor
44821,spotify:track:1CiP9q94VykC9oKWEGPqD9,F minor
44822,spotify:track:7B8x72AFRYHxwKREsQn2YX,C# minor
44823,spotify:track:1NYrkBTwsLqrWwdJMmjcdX,G minor
44886,spotify:track:0igtuMbDHfSlrdg0spgNJk,C# Major
44896,spotify:track:1Mnj4pvQeTMCPE8UBnS5nS,C# Major
44954,spotify:track:0wxznsA8xAI2WKSX85kp9Z,A minor
45012,spotify:track:2eo0jPEG50YjfRQSIYirZK,D minor
45060,spotify:track:5K9ZuKdqkECTOr49mNAT9e,C Major
45099,spotify:track:0YYcU2ziCmFGnRjOD9yi2H,E minor
45100,spotify:track:40F4kWV9vMTPqAU8w3G3E1,D# minor
45101,spotify:track:22t2KqRCinosTLEP9mJbcI,A minor
45103,spotify:track:744KTXFFaoSlHLb61w7zSO,Bb minor
45141,spotify:track:1z3SxqJZth2EAZzApZII9W,Bb Major
45166,spotify:track:6K4CDtcp0CZVzxsvPl4OQk,D Major
45275,spotify:track:1GUSoRZlAgOrepKTvE324D,B Major
45320,spotify:track:6tVPeszgpKZENBjWGlrl96,F Major
45331,spotify:track:43kx8XfGQ6ORMlY5OJlJQv,A minor
45332,spotify:track:5vYe1g96HOP3w9GMsrkn7m,G Major
45334,spotify:track:43pKbKLkCYe4OOFFV5GBGV,A Major
45513,spotify:track:7a8jerHj0MKpdrwCAhi9jd,G# Major
45514,spotify:track:7ghzulasxSoMXISrY6SOLn,E minor
45515,spotify:track:0WNFTMFizf2AcDt68T2Dom,B minor
45517,spotify:track:5Nj0q3CXB4zRgFAVRaZ4RY,C Major
45518,spotify:track:4oUMnjgx5XUodCfQtB5NrC,D Major
45519,spotify:track:17UTM4Q4VCjABLvbBoVYiC,E Major
45520,spotify:track:1h4exsMu6mKCyPDRlfGvVy,G Major
45521,spotify:track:2FEHdn8suJxjARMcJ4H01p,B minor
45522,spotify:track:4jdpvJ8ZHsaQU1MoAjlqVY,D Major
45523,spotify:track:5ZhI9UjjXOjt2ck2kILOEs,C Major
45562,spotify:track:5ci0ZkwmPqW8vEoBAc79KI,E Major
45563,spotify:track:2Q7IvdyGCme4OgUkYyJKcE,C# Major
45565,spotify:track:0rKPSh9eivmtGKbDAWo7fR,E minor
45566,spotify:track:26XpM1JlhfCJqZmSfL4LAW,G minor
45567,spotify:track:4pxoF374ZiL9vgKSISCEme,E minor
45568,spotify:track:1gJR2ypnP9iVMIVSU7ebQT,B Major
46070,spotify:track:2rv28aDs6dOtF82hmoKgXD,C minor
46088,spotify:track:6T4BDoo79o6lmLkfY2u3V1,D minor
46091,spotify:track:29MuDhURkHjS5R4teJLBOT,D minor
46126,spotify:track:0SElhkYln0S4htRuvmVI5F,B minor
46129,spotify:track:7I1cgnPVrl9fOVJjU9sSxO,E Major
46146,spotify:track:6QfsoowVxoFGiSvMJsMKyj,E Major
46334,spotify:track:1E1b5JwfaZuajFPkG9asfC,A minor
46339,spotify:track:4txZ8tUIWnmydmLYbsLnTT,A minor
46362,spotify:track:5cMyO2wMPklGdlnYvZqJ7q,E Major
46365,spotify:track:35g77Dvk22lfEiL1gF6qkI,C Major
46508,spotify:track:0QZAuQdSBBeJa3zUKhomva,F# Major
46514,spotify:track:40F4kWV9vMTPqAU8w3G3E1,D minor
46546,spotify:track:3k4FqQYpaV69PppIoGI7QI,D# Major
46547,spotify:track:4jeDm3IYUJVoeQ8HlbxFlh,D# Major
46548,spotify:track:5tW6VHKkHaUnZ1sDyG05xI,G Major
46549,spotify:track:3Xth1uscXNgtWFANdLMhbj,E Major
46550,spotify:track:6YHl6uyv66TdvG6iOfyYNK,C Major
46551,spotify:track:6HQ581GwmDu2mBJh9bM2Se,C Major
46552,spotify:track:78UUNLw15L4VXTs9GN9CAk,G Major
46553,spotify:track:331SJ5gWYUJodcP6t1NYNb,E Major
46728,spotify:track:1vOizZDXGrEDrUe9AxLgeO,C Major
46729,spotify:track:5n44PkjcHGWeqrU3hOVH19,C minor
46735,spotify:track:0g0eQS6BXZ416u88r9q6Td,D minor
46736,spotify:track:4KyHp88UEJLx0Y3m81eVTl,B minor
46737,spotify:track:2zJCbFz6v5YvvkbNzImPSO,A Major
46738,spotify:track:4jpgf1aJLDMt9MIuB1BJgJ,C minor
46757,spotify:track:6bYyleEy81RHio4cLeI0vT,F minor
46785,spotify:track:6MJ1J12XBM1qYWFW2T8k6i,A minor
46786,spotify:track:26LQXxsuFuKknB1fTT04ct,D Major
46787,spotify:track:1gZvSZcBHgINfNrPjHmoMd,A Major
46788,spotify:track:6CL79KZ6W5FYSGuRJDlzJO,E minor
46789,spotify:track:7gYz5oJqFD0IDV9xFa0Ren,C# Major
46790,spotify:track:69MHjzY6K2Ln1CGhPOGoao,D# minor
46791,spotify:track:6Ni0zE7pAVRbD62McnX0vb,E minor
46793,spotify:track:1Bycn4HsKQMX1cYyWVdCEA,D Major
46796,spotify:track:1zs8oHSC6wix3ifqyDtSbB,G Major
46839,spotify:track:7A47ZBtEhktzHdmBtuv13h,C minor
46841,spotify:track:0kyosvgeB5fYEg33P8OV7v,G Major
46842,spotify:track:2PWnUck8Pe38CLxbEBrgUN,B minor
46843,spotify:track:1NzHQSngLWSmlbs5vAeLlO,E Major
46844,spotify:track:2fRsFciXeSPQUlNQ4BL1yv,A minor
46845,spotify:track:4Yqb1tepkOkpbXBMKbvpb4,C minor
46847,spotify:track:6psOvT9Lp7nRimJepblYHA,E minor
46848,spotify:track:4clgkVpTpIIZX1wRSxTwex,A Major
46850,spotify:track:4aqzXLpBFCsNubqG2cAxDD,D Major
46852,spotify:track:349FdgCxLcdhHOWK7mOURF,E minor
46853,spotify:track:7DHBdcMwOaP41XBDvrnqxg,F Major
46854,spotify:track:3lkd3wjz6jCRX8YPzRIaw5,A minor
46855,spotify:track:6VtiLzlD8m2slDJvS6vYXz,F minor
46856,spotify:track:7o5PYUFMixS4CTghYDs1GK,C Major
47023,spotify:track:6Yx0uI2KMaoQEh6x2ndMFN,A minor
47035,spotify:track:0agBMBUIFgemqcwCkSyvMF,C Major
47041,spotify:track:4m3SwZxWRG1FYZIaJQZR6c,E minor
47042,spotify:track:2kVdUQuLPuERxUwuTwT4Hi,A minor
47043,spotify:track:4AsbOAOrO0ROvyxN3yQ4MG,F minor
47044,spotify:track:2wiRs3FUrF6wXeDpiT7Lh0,E minor
47068,spotify:track:3mNywLTZ9Tb1zTyFvHTGun,C minor
47069,spotify:track:06POf7dmoQYk76JFkOpcFe,G# minor
47070,spotify:track:03s18fWizOi5sClNO9CmqN,F Major
47071,spotify:track:6AicNPjzNc4ymSSm2AAwHo,F minor
47072,spotify:track:2U704DVx1NBEUwMtPO8dKn,D minor
47073,spotify:track:2JQQCCowxMHG8q7Oe34qVG,D minor
47075,spotify:track:16dghFOzJSlaWv7tP3YMf0,C minor
47076,spotify:track:3s5ezJKbRppPYNTyjTcuN0,D minor
47077,spotify:track:0mkFpNW4cbTHwWhhqpzeWQ,G minor
47237,spotify:track:56PF6B2pIdw7AxxLBpKuFI,E Major
47238,spotify:track:79fMojivqqkQ1n2uIlstd8,E Major
47240,spotify:track:1F4KtTyOxTxvkmDzjpXkKJ,D Major
47242,spotify:track:7dbAFTVzWPRg12cGwq2Pnc,G Major
47243,spotify:track:5lnbWLsAjWkQBCGAWF2LUG,E Major
47245,spotify:track:7w12Mmrkldq2Dz0pD67tCR,F Major
47343,spotify:track:5UKyYZwBenb1uuSH0RvcJi,C Major
47347,spotify:track:7m2NIq9gdyFCscQw9K8ZRI,D# Major
47365,spotify:track:20n3jOObaIX9FwIRsOAoBh,G Major
47366,spotify:track:4Cjt1rltUKbp1AooddSTEF,G Major
47368,spotify:track:43Q3DCYU7k5y1oTh9Df5df,C Major
47369,spotify:track:4Q12syXjarvgFeJKwhsr2O,A Major
47371,spotify:track:3BeKnnUU1MA95ixfZCa2ft,D# Major
47454,spotify:track:2x3cXR0CcXsPpQbxBvQn4q,E minor
47464,spotify:track:27ZPeujcyJdy4ecWG9SGd6,B minor
47475,spotify:track:52FLsi41SmPN6P1sRLQYAD,D# Major
47477,spotify:track:61ZpOdKReDnzqV3wO9JB3R,G minor
47478,spotify:track:25SzsHqWGw6KMUa4nxdKaQ,A Major
47479,spotify:track:69eFJ1PgreSSybEJQh3n22,D Major
47480,spotify:track:75nV5jHmpcws6pC1KQfBDn,C Major
47481,spotify:track:7J83tDn6przYjNqW46FHMs,E Major
47482,spotify:track:2N5KycsbfOGSX2gFALbL1T,E minor
47483,spotify:track:0CVXOZ2GxlVDH7YOZk7vCw,A Major
47515,spotify:track:5jtn5VtKifxX1i3tUkOwAF,E minor
47559,spotify:track:425tJIGqQmeDviPxzmiJWM,B Major
47562,spotify:track:1cZqBWtjcspoTrmKwpM46d,F minor
47604,spotify:track:07rvgUG4SAHVRLFiEwYHtI,D Major
47609,spotify:track:31a2yZFwIeDYIP1ulpTGRa,F# Major
47612,spotify:track:2NJJL4mGBu7Wv04RecQujm,F# Major
47661,spotify:track:5Wxbhj2B59K8QFL8mENvMP,C Major
47662,spotify:track:38SldqGeODYUif7UK7RfBc,A Major
47676,spotify:track:1ju9ouNIYZZ3cqpM4EhlqD,D Major
47739,spotify:track:4HmtPuQBkAjSsbCoOAoCnB,A Major
47740,spotify:track:3ffEmGCat4kmz40LukJNqt,A minor
47742,spotify:track:4adcf32oz4gas3LP7zcn4Z,A minor
47767,spotify:track:2dastD9FMDXKp7lkxVBPiu,C# Major
47771,spotify:track:4tOVjS0bZh6tPwkQlc29rO,G Major
47860,spotify:track:4HAuZ3iZibkvCEnHgIs7Ry,B Major
47894,spotify:track:0OiKuQ4Y2OG8KpgU69V3AA,F Major
47915,spotify:track:5NgA0B6kLBgQBg0vpQVM1b,D minor
47916,spotify:track:2rv28aDs6dOtF82hmoKgXD,C minor
47917,spotify:track:5WpiA8Dmy0B1rW6rV0wFbe,C Major
47919,spotify:track:4oo0L7UNrXeahQILFcYfaG,Bb Major
47920,spotify:track:1FGOT5CxhH0Dq91OaMUdpI,E minor
47921,spotify:track:5Lmj1nEkyKxI3Po2a6Dmt3,Bb Major
47922,spotify:track:5VN5VzMStGmn5vK6sZ0awX,E minor
47923,spotify:track:00q0OI3VNhK5vmPeRl1Y1Z,F Major
47924,spotify:track:4meCtjQbW8nrC7uE4Q1Vvn,E minor
47955,spotify:track:7zyN2rZg2eJVeGnYePVZv4,D minor
48002,spotify:track:60C3TtW5j9OikVKU9hagi5,E Major
48003,spotify:track:4fjSNZVpd2CKbsrLOTJFjB,C Major
48006,spotify:track:0oH5utXmfOrGci1gi7DWl4,C# Major
48055,spotify:track:3Ns4PHgaLqiY6RUrwqs6cf,E Major
48056,spotify:track:4ORyxqNjkHa52UMKkHriFY,F Major
48057,spotify:track:4PoceMQnOKtUMWKAv5dC5p,C minor
48058,spotify:track:6KjwsGgVfEp91TvjeKCYm5,E minor
48059,spotify:track:7fHnbdfvWvwCfTaCUeSbig,F Major
48060,spotify:track:21tRitPTOx2O5zZNVGeuT0,E Major
48062,spotify:track:1HnJcvtuKYws5kGiqu813J,G Major
48063,spotify:track:23hJu7swOZvq3CQLfSYmFP,A minor
48119,spotify:track:0e7HiC1xVNPepJJz15tDCD,G minor
48123,spotify:track:3wNCY1VMkorPEvhJTM6dH0,C minor
48125,spotify:track:0ZsPUkXBuHHoTOefU51Yqx,G# minor
48139,spotify:track:1uXpAmRp1I3bMhOEezA6QH,D Major
48140,spotify:track:2cmYw12x7uiUGVqWFZnM81,G Major
48141,spotify:track:5qBpnu8I3O11x9fGCPbFWL,G Major
48142,spotify:track:4Ro7pZLT1OYlQRT4FwFwpC,C Major
48143,spotify:track:3m1xaplEeMnhbaOovGzyAS,A Major
48144,spotify:track:011vuQxtbl2wwKXGCqRdQK,D Major
48145,spotify:track:0tHKeFFvJJlWRpDw9qCDMI,C Major
48146,spotify:track:3kE2gp1JMFSY5HduNjESD1,G Major
48147,spotify:track:327eMBfFi7xjxVpo9QDSYH,D# Major
48148,spotify:track:0ongDrfNdszoFi7ivPy7Kc,D Major
48149,spotify:track:3sIHKnXPJWY0UW7faj7MQ6,G Major
48173,spotify:track:30KPVaDxBSiLvhaI416KzG,B minor
48175,spotify:track:7fR1bKhc5iK9qF5Te10mgK,D# Major
48176,spotify:track:4sUwGSAyoxciDEMrV1D5n6,A minor
48177,spotify:track:1o86MjutDxJWfUDXmMjRlT,A Major
48178,spotify:track:0nyEsF89JTMNPdbSODE3S7,E minor
48180,spotify:track:34E7QoX9Vvb7NU05ylrLKV,Bb Major
48182,spotify:track:0PJbNyQiAJc1vir2h3iihY,G# minor
48183,spotify:track:0tKP6wVHr5Hijw5dr8zs8p,C Major
48184,spotify:track:30VvU2Xc9e7fySwcystAKh,E minor
48185,spotify:track:5x3JsX1xUBCnur1H8tpQ2u,C minor
48186,spotify:track:0E42UhQJNyeACf7p0LvpCY,C minor
48187,spotify:track:6icyZ5fK2ljHZX40f47CrD,C Major
48188,spotify:track:6RxufaBFzkNWN4irFEQa7I,B minor
48189,spotify:track:3abqjjeTwm3N89eYBHNFdQ,B minor
48194,spotify:track:5sbtJTTGIEGn2ZwJELTLZE,A minor
48195,spotify:track:0iSXrvQbKzxxeBEEsM7Vge,F# minor
48198,spotify:track:0E6aneLpnLX6MzkNs7XL26,C Major
48199,spotify:track:5MPQanOnZqg1kKQGe2S5i4,C Major
48202,spotify:track:50zNHh3M9pgv2A005wOIMs,G minor
48203,spotify:track:6aMJxKT8aZNTIEgO8sOubR,D minor
48204,spotify:track:5M5zpyyOws4x5JZC81g5KE,C# minor
48205,spotify:track:7eML54cniZ2AgEfSRo9keC,D minor
48206,spotify:track:79dY8DGQm5c5JAe4gfEBhK,D# minor
48216,spotify:track:7fSBWPOYf89n5F1ffMwOCf,C minor
48223,spotify:track:2Y7wyT8eh2ujR6XRDeta7C,E Major
48241,spotify:track:3RTNpy5FOJ1yCP5MY1gMxw,C Major
48242,spotify:track:2TLJEycOjAtgBriVP5e7HA,D# minor
48243,spotify:track:2DCPemnuldSP4l4iU1csMl,B minor
48244,spotify:track:1Ioh3Y2FeGWzFhSR8mNdfU,F# minor
48245,spotify:track:7jumgG9PSWO0UFNYX8gI5x,E minor
48247,spotify:track:2ovTzXC0JV3wYMm0e5WJmE,C Major
48248,spotify:track:0LgshR6k27Z5gCIUa9hh6T,E minor
48249,spotify:track:3in30ESTCkD1xL17OPgicl,D# Major
48290,spotify:track:40F4kWV9vMTPqAU8w3G3E1,D minor
48291,spotify:track:5YoULOh95Y93HfUIYwzRtB,G Major
48293,spotify:track:1ba7LmrYEdJzn3uraxVM06,C Major
48294,spotify:track:20Wo0dAQK9G9wgDMR0h7Ma,G minor
48297,spotify:track:4bcWW511t690aWgLnqd8Xs,D minor
48612,spotify:track:7x98mdqY1cZQmRTUtgMwen,A Major
48615,spotify:track:5GgZZIy57VSBkVwMwtvn9a,E Major
48616,spotify:track:0ZTtQ5mRkN5nOx8dtnxOjQ,E minor
48618,spotify:track:6APWTFIdRdfMYwxkB1uR3J,G minor
48619,spotify:track:0TmA9v7K5bUaturWRow9vz,C Major
